site,plot_id,gen_sp,common_nNL,cover,latitude,longitude,
Lemselermaten,LM_B_T_03,Galium_palustre,,1,,,
Lemselermaten,LM_B_T_03,Filipendula_ulmaria,,2b,,,
Lemselermaten,LM_B_T_03,Lythrum_salicaria,,r,,,
Lemselermaten,LM_B_T_03,Cirsium_palustre,,+,,,
Lemselermaten,LM_B_T_03,Hydrocotyle_vulgaris,,2m,,,
Lemselermaten,LM_B_T_03,Mentha_aquatica,,+,,,
Lemselermaten,LM_B_T_03,Alnus_glutinosa,,2a,,,
Lemselermaten,LM_B_T_03,Ranunculus_acris,,+,,,
Lemselermaten,LM_B_T_03,Agrostis_capillaris,,+,,,
Lemselermaten,LM_B_T_03,Carex_pallescens,,2b,,,
Lemselermaten,LM_B_T_03,Equisetum_palustre,,2m,,,
Lemselermaten,LM_B_T_03,Ajuga_reptans,,+,,,
Lemselermaten,LM_B_T_03,Lysimachia_vulgaris,,2a,,,
Lemselermaten,LM_B_T_03,Centaurea_jacea,,2a,,,
Lemselermaten,LM_B_T_03,Angelica_sylvestris,,+,,,
Lemselermaten,LM_B_T_03,Valeriana_dioica,,+,,,
Lemselermaten,LM_B_T_03,Briza_media,,+,,,
Lemselermaten,LM_B_T_04,Carex_panicea,,2b,,,
Lemselermaten,LM_B_T_04,Holcus_lanatus,,1,,,
Lemselermaten,LM_B_T_04,Rhinanthus_angustifolius,,+,,,
Lemselermaten,LM_B_T_04,Salix_cinerea,,+,,,
Lemselermaten,LM_B_T_04,Galium_palustre,,+,,,
Lemselermaten,LM_B_T_04,Dactylorhiza_praetermissa,,+,,,
Lemselermaten,LM_B_T_04,Anthoxanthum_odoratum,,2m,,,
Lemselermaten,LM_B_T_04,Betula_pubescens,,+,,,
Lemselermaten,LM_B_T_04,Trifolium_pratense,,+,,,
Lemselermaten,LM_B_T_04,Luzula_campestris,,+,,,
Lemselermaten,LM_B_T_04,Potentilla_erecta,,+,,,
Lemselermaten,LM_B_T_04,Alnus_glutinosa,,2a,,,
Lemselermaten,LM_B_T_04,Ranunculus_acris,,+,,,
Lemselermaten,LM_B_T_04,Dactylorhiza_maculata,,+,,,
Lemselermaten,LM_B_T_04,Phragmites_australis,,1,,,
Lemselermaten,LM_B_T_04,Agrostis_capillaris,,2m,,,
Lemselermaten,LM_B_T_04,Calluna_vulgaris,,1,,,
Lemselermaten,LM_B_T_04,Carex_pallescens,,2b,,,
Lemselermaten,LM_B_T_04,Carex_pulicaris,,1,,,
Lemselermaten,LM_B_T_04,Equisetum_palustre,,1,,,
Lemselermaten,LM_B_T_04,Plantago_lanceolata,,+,,,
Lemselermaten,LM_B_T_04,Lysimachia_vulgaris,,+,,,
Lemselermaten,LM_B_T_04,Quercus_robur,,+,,,
Lemselermaten,LM_B_T_04,Carex_hostiana,,2b,,,
Lemselermaten,LM_B_T_04,Danthonia_decumbens,,2m,,,
Lemselermaten,LM_B_T_04,Molinia_caerulea,,2b,,,
Lemselermaten,LM_B_T_04,Valeriana_dioica,,+,,,
Lemselermaten,LM_B_T_04,Leucanthemum_vulgare,,+,,,
Lemselermaten,LM_B_T_05,Carex_panicea,,5,,,
Lemselermaten,LM_B_T_05,Holcus_lanatus,,+,,,
Lemselermaten,LM_B_T_05,Lotus_pedunculatus,,+,,,
Lemselermaten,LM_B_T_05,Succisa_pratensis,,1,,,
Lemselermaten,LM_B_T_05,Galium_palustre,,+,,,
Lemselermaten,LM_B_T_05,Anthoxanthum_odoratum,,+,,,
Lemselermaten,LM_B_T_05,Filipendula_ulmaria,,1,,,
Lemselermaten,LM_B_T_05,Lythrum_salicaria,,+,,,
Lemselermaten,LM_B_T_05,Potentilla_erecta,,+,,,
Lemselermaten,LM_B_T_05,Cirsium_palustre,,+,,,
Lemselermaten,LM_B_T_05,Juncus_acutiflorus,,+,,,
Lemselermaten,LM_B_T_05,Ranunculus_acris,,+,,,
Lemselermaten,LM_B_T_05,Carex_pallescens,,2a,,,
Lemselermaten,LM_B_T_05,Carex_pulicaris,,1,,,
Lemselermaten,LM_B_T_05,Juncus_conglomeratus,,2a,,,
Lemselermaten,LM_B_T_05,Ajuga_reptans,,+,,,
Lemselermaten,LM_B_T_05,Lysimachia_vulgaris,,1,,,
Lemselermaten,LM_B_T_05,Centaurea_jacea,,2a,,,
Lemselermaten,LM_B_T_05,Danthonia_decumbens,,+,,,
Lemselermaten,LM_B_T_05,Molinia_caerulea,,+,,,
Lemselermaten,LM_B_T_05,Valeriana_dioica,,1,,,
Lemselermaten,LM_B_T_05,Briza_media,,+,,,
Lemselermaten,LM_B_T_05,Equisetum_palustre,,1,,,
Stroothuizen,SH_B_T_01,Carex_panicea,,2a,,,
Stroothuizen,SH_B_T_01,Juncus_articulatus,,1,,,
Stroothuizen,SH_B_T_01,Rhinanthus_angustifolius,,+,,,
Stroothuizen,SH_B_T_01,Salix_cinerea,,2b,,,
Stroothuizen,SH_B_T_01,Succisa_pratensis,,2a,,,
Stroothuizen,SH_B_T_01,Anthoxanthum_odoratum,,1,,,
Stroothuizen,SH_B_T_01,Betula_pubescens,,+,,,
Stroothuizen,SH_B_T_01,Betula_pendula,,2a,,,
Stroothuizen,SH_B_T_01,Luzula_campestris,,+,,,
Stroothuizen,SH_B_T_01,Potentilla_erecta,,1,,,
Stroothuizen,SH_B_T_01,Calluna_vulgaris,,2b,,,
Stroothuizen,SH_B_T_01,Molinia_caerulea,,2m,,,
Stroothuizen,SH_B_T_01,Erica_tetralix,,2b,,,
Stroothuizen,SH_B_T_01,Juncus_squarrosus,,+,,,
Stroothuizen,SH_B_T_01,Nardus_stricta,,1,,,
Stroothuizen,SH_B_T_02,Carex_panicea,,2b,,,
Stroothuizen,SH_B_T_02,Juncus_articulatus,,+,,,
Stroothuizen,SH_B_T_02,Salix_cinerea,,+,,,
Stroothuizen,SH_B_T_02,Succisa_pratensis,,+,,,
Stroothuizen,SH_B_T_02,Anthoxanthum_odoratum,,+,,,
Stroothuizen,SH_B_T_02,Betula_pubescens,,+,,,
Stroothuizen,SH_B_T_02,Hypochaeris_radicata,,r,,,
Stroothuizen,SH_B_T_02,Betula_pendula,,2a,,,
Stroothuizen,SH_B_T_02,Luzula_campestris,,+,,,
Stroothuizen,SH_B_T_02,Potentilla_erecta,,2a,,,
Stroothuizen,SH_B_T_02,Plantago_lanceolata,,r,,,
Stroothuizen,SH_B_T_02,Molinia_caerulea,,2b,,,
Stroothuizen,SH_B_T_02,Salix_repens,,+,,,
Stroothuizen,SH_B_T_02,Erica_tetralix,,2b,,,
Stroothuizen,SH_B_T_02,Nardus_stricta,,1,,,
Stroothuizen,SH_B_T_02,Salix_aurita,,2a,,,
Stroothuizen,SH_B_T_02,Populus_canescens,,r,,,
Stroothuizen,SH_B_T_03,Carex_panicea,,+,,,
Stroothuizen,SH_B_T_03,Holcus_lanatus,,2m,,,
Stroothuizen,SH_B_T_03,Juncus_acutiflorus,,3,,,
Stroothuizen,SH_B_T_03,Lotus_pedunculatus,,1,,,
Stroothuizen,SH_B_T_03,Rhinanthus_angustifolius,,+,,,
Stroothuizen,SH_B_T_03,Salix_cinerea,,+,,,
Stroothuizen,SH_B_T_03,Succisa_pratensis,,1,,,
Stroothuizen,SH_B_T_03,Euphrasia_stricta,,+,,,
Stroothuizen,SH_B_T_03,Anthoxanthum_odoratum,,2m,,,
Stroothuizen,SH_B_T_03,Betula_pubescens,,+,,,
Stroothuizen,SH_B_T_03,Hypochaeris_radicata,,+,,,
Stroothuizen,SH_B_T_03,Juncus_effusus,,r,,,
Stroothuizen,SH_B_T_03,Prunella_vulgaris,,+,,,
Stroothuizen,SH_B_T_03,Trifolium_pratense,,+,,,
Stroothuizen,SH_B_T_03,Betula_pendula,,+,,,
Stroothuizen,SH_B_T_03,Luzula_campestris,,+,,,
Stroothuizen,SH_B_T_03,Potentilla_erecta,,+,,,
Stroothuizen,SH_B_T_03,Cirsium_palustre,,+,,,
Stroothuizen,SH_B_T_03,Hydrocotyle_vulgaris,,+,,,
Stroothuizen,SH_B_T_03,Ranunculus_acris,,+,,,
Stroothuizen,SH_B_T_03,Agrostis_capillaris,,2m,,,
Stroothuizen,SH_B_T_03,Plantago_lanceolata,,1,,,
Stroothuizen,SH_B_T_03,Jacobaea_vulgaris,,+,,,
Stroothuizen,SH_B_T_03,Lysimachia_vulgaris,,2b,,,
Stroothuizen,SH_B_T_03,Molinia_caerulea,,2a,,,
Stroothuizen,SH_B_T_03,Leucanthemum_vulgare,,+,,,
Stroothuizen,SH_B_T_03,Nardus_stricta,,2m,,,
Stroothuizen,SH_B_T_03,Salix_aurita,,2a,,,
Stroothuizen,SH_B_T_03,Populus_tremula,,+,,,
Stroothuizen,SH_B_T_04,Holcus_lanatus,,2a,,,
Stroothuizen,SH_B_T_04,Juncus_acutiflorus,,3,,,
Stroothuizen,SH_B_T_04,Lotus_pedunculatus,,1,,,
Stroothuizen,SH_B_T_04,Rhinanthus_angustifolius,,1,,,
Stroothuizen,SH_B_T_04,Salix_cinerea,,2a,,,
Stroothuizen,SH_B_T_04,Euphrasia_stricta,,+,,,
Stroothuizen,SH_B_T_04,Anthoxanthum_odoratum,,2a,,,
Stroothuizen,SH_B_T_04,Trifolium_pratense,,+,,,
Stroothuizen,SH_B_T_04,Betula_pendula,,+,,,
Stroothuizen,SH_B_T_04,Luzula_campestris,,+,,,
Stroothuizen,SH_B_T_04,Silene_floscuculi,,+,,,
Stroothuizen,SH_B_T_04,Potentilla_erecta,,+,,,
Stroothuizen,SH_B_T_04,Cirsium_palustre,,+,,,
Stroothuizen,SH_B_T_04,Hydrocotyle_vulgaris,,1,,,
Stroothuizen,SH_B_T_04,Alnus_glutinosa,,2a,,,
Stroothuizen,SH_B_T_04,Ranunculus_acris,,+,,,
Stroothuizen,SH_B_T_04,Agrostis_capillaris,,2m,,,
Stroothuizen,SH_B_T_04,Carex_disticha,,r,,,
Stroothuizen,SH_B_T_04,Equisetum_palustre,,+,,,
Stroothuizen,SH_B_T_04,Plantago_lanceolata,,2a,,,
Stroothuizen,SH_B_T_04,Rumex_acetosa,,+,,,
Stroothuizen,SH_B_T_04,Molinia_caerulea,,2a,,,
Stroothuizen,SH_B_T_04,Leucanthemum_vulgare,,+,,,
Stroothuizen,SH_B_T_04,Nardus_stricta,,1,,,
Stroothuizen,SH_B_T_04,Stellaria_graminea,,r,,,
Stroothuizen,SH_B_T_05,Carex_panicea,,+,,,
Stroothuizen,SH_B_T_05,Holcus_lanatus,,2m,,,
Stroothuizen,SH_B_T_05,Juncus_acutiflorus,,2a,,,
Stroothuizen,SH_B_T_05,Rhinanthus_angustifolius,,1,,,
Stroothuizen,SH_B_T_05,Salix_cinerea,,+,,,
Stroothuizen,SH_B_T_05,Succisa_pratensis,,2a,,,
Stroothuizen,SH_B_T_05,Trifolium_dubium,,+,,,
Stroothuizen,SH_B_T_05,Euphrasia_stricta,,+,,,
Stroothuizen,SH_B_T_05,Galium_palustre,,+,,,
Stroothuizen,SH_B_T_05,Anthoxanthum_odoratum,,2a,,,
Stroothuizen,SH_B_T_05,Hypochaeris_radicata,,+,,,
Stroothuizen,SH_B_T_05,Trifolium_pratense,,1,,,
Stroothuizen,SH_B_T_05,Betula_pendula,,+,,,
Stroothuizen,SH_B_T_05,Luzula_campestris,,+,,,
Stroothuizen,SH_B_T_05,Potentilla_erecta,,2a,,,
Stroothuizen,SH_B_T_05,Alnus_glutinosa,,+,,,
Stroothuizen,SH_B_T_05,Ranunculus_acris,,+,,,
Stroothuizen,SH_B_T_05,Equisetum_palustre,,+,,,
Stroothuizen,SH_B_T_05,Plantago_lanceolata,,2m,,,
Stroothuizen,SH_B_T_05,Rumex_acetosa,,+,,,
Stroothuizen,SH_B_T_05,Juncus_effusus,,+,,,
Stroothuizen,SH_B_T_05,Centaurea_jacea,,+,,,
Stroothuizen,SH_B_T_05,Molinia_caerulea,,2b,,,
Stroothuizen,SH_B_T_05,Leucanthemum_vulgare,,+,,,
Stroothuizen,SH_B_T_05,Nardus_stricta,,2a,,,
Stroothuizen,SH_B_T_05,Salix_aurita,,2b,,,
Stroothuizen,SH_B_T_05,Stellaria_graminea,,+,,,
Akker Assel,AA_H_T_01,Betula_pubescens,,+,,,
Akker Assel,AA_H_T_01,Hypochaeris_radicata,,2a,,,
Akker Assel,AA_H_T_01,Luzula_campestris,,+,,,
Akker Assel,AA_H_T_01,Agrostis_capillaris,,2a,,,
Akker Assel,AA_H_T_01,Corynephorus_canescens,,2a,,,
Akker Assel,AA_H_T_01,Hypericum_perforatum,,+,,,
Akker Assel,AA_H_T_01,Prunus_serotina,,r,,,
Akker Assel,AA_H_T_01,Filago_minima,,+,,,
Akker Assel,AA_H_T_01,Pinus_sylvestris,,r,,,
Akker Assel,AA_H_T_01,Rumex_acetosella,,+,,,
Akker Assel,AA_H_T_01,Aira_caryophyllea,,1,,,
Akker Assel,AA_H_T_01,Ornithopus_perpusillus,,+,,,
Akker Assel,AA_H_T_01,Conyza_canadensis,,r,,,
Akker Assel,AA_H_T_01,Jasione_montana,,+,,,
Akker Assel,AA_H_T_01,Leontodon_saxatilis,,+,,,
Akker Assel,AA_H_T_02,Hypochaeris_radicata,,+,,,
Akker Assel,AA_H_T_02,Betula_pendula,,r,,,
Akker Assel,AA_H_T_02,Agrostis_capillaris,,1,,,
Akker Assel,AA_H_T_02,Corynephorus_canescens,,2b,,,
Akker Assel,AA_H_T_02,Filago_minima,,+,,,
Akker Assel,AA_H_T_02,Rumex_acetosella,,+,,,
Akker Assel,AA_H_T_02,Aira_caryophyllea,,+,,,
Akker Assel,AA_H_T_03,Holcus_lanatus,,2a,,,
Akker Assel,AA_H_T_03,Salix_cinerea,,r,,,
Akker Assel,AA_H_T_03,Trifolium_repens,,+,,,
Akker Assel,AA_H_T_03,Hypochaeris_radicata,,+,,,
Akker Assel,AA_H_T_03,Prunella_vulgaris,,1,,,
Akker Assel,AA_H_T_03,Betula_pendula,,+,,,
Akker Assel,AA_H_T_03,Luzula_campestris,,+,,,
Akker Assel,AA_H_T_03,Agrostis_capillaris,,1,,,
Akker Assel,AA_H_T_03,Calluna_vulgaris,,2a,,,
Akker Assel,AA_H_T_03,Hypericum_perforatum,,2a,,,
Akker Assel,AA_H_T_03,Filago_minima,,+,,,
Akker Assel,AA_H_T_03,Pinus_sylvestris,,+,,,
Akker Assel,AA_H_T_03,Rumex_acetosella,,1,,,
Akker Assel,AA_H_T_03,Aira_caryophyllea,,2a,,,
Akker Assel,AA_H_T_03,Ornithopus_perpusillus,,1,,,
Akker Assel,AA_H_T_03,Conyza_canadensis,,+,,,
Akker Assel,AA_H_T_03,Jacobaea_vulgaris,,+,,,
Akker Assel,AA_H_T_03,Achillea_millefolium,,2a,,,
Akker Assel,AA_H_T_03,Jasione_montana,,1,,,
Akker Assel,AA_H_T_03,Crepis_capillaris,,+,,,
Akker Assel,AA_H_T_03,Vulpia_bromoides,,+,,,
Akker Assel,AA_H_T_04,Anthoxanthum_odoratum,,2a,,,
Akker Assel,AA_H_T_04,Hypochaeris_radicata,,+,,,
Akker Assel,AA_H_T_04,Betula_pendula,,r,,,
Akker Assel,AA_H_T_04,Agrostis_capillaris,,+,,,
Akker Assel,AA_H_T_04,Calluna_vulgaris,,r,,,
Akker Assel,AA_H_T_04,Corynephorus_canescens,,2b,,,
Akker Assel,AA_H_T_04,Hypericum_perforatum,,+,,,
Akker Assel,AA_H_T_04,Prunus_serotina,,r,,,
Akker Assel,AA_H_T_04,Filago_minima,,1,,,
Akker Assel,AA_H_T_04,Rumex_acetosella,,1,,,
Akker Assel,AA_H_T_04,Aira_caryophyllea,,+,,,
Akker Assel,AA_H_T_04,Ornithopus_perpusillus,,2a,,,
Akker Assel,AA_H_T_04,Hieracium_laevigatum,,+,,,
Akker Assel,AA_H_T_04,Hieracium_aurantiacum,,2a,,,
Akker Assel,AA_H_T_04,Jasione_montana,,+,,,
Akker Assel,AA_H_T_05,Anthoxanthum_odoratum,,2m,,,
Akker Assel,AA_H_T_05,Hypochaeris_radicata,,+,,,
Akker Assel,AA_H_T_05,Luzula_campestris,,+,,,
Akker Assel,AA_H_T_05,Agrostis_capillaris,,+,,,
Akker Assel,AA_H_T_05,Corynephorus_canescens,,3,,,
Akker Assel,AA_H_T_05,Hypericum_perforatum,,+,,,
Akker Assel,AA_H_T_05,Carex_arenaria,,+,,,
Akker Assel,AA_H_T_05,Filago_minima,,1,,,
Akker Assel,AA_H_T_05,Pinus_sylvestris,,r,,,
Akker Assel,AA_H_T_05,Rumex_acetosella,,+,,,
Akker Assel,AA_H_T_05,Aira_caryophyllea,,+,,,
Akker Assel,AA_H_T_05,Ornithopus_perpusillus,,1,,,
Akker Assel,AA_H_T_05,Trifolium_arvense,,+,,,
Akker Assel,AA_H_T_05,Genista_anglica,,2b,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_01,Carex_panicea,,r,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_01,Equisetum_fluviatile,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_01,Holcus_lanatus,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_01,Juncus_articulatus,,2m,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_01,Lotus_pedunculatus,,1,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_01,Pedicularis_palustris,,2a,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_01,Salix_cinerea,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_01,Succisa_pratensis,,1,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_01,Dactylorhiza_praetermissa,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_01,Anthoxanthum_odoratum,,2m,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_01,Hypochaeris_radicata,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_01,Juncus_effusus,,2a,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_01,Prunella_vulgaris,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_01,Trifolium_pratense,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_01,Betula_pendula,,r,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_01,Cardamine_pratensis,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_01,Filipendula_ulmaria,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_01,Lythrum_salicaria,,1,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_01,Carex_demissa,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_01,Juncus_acutiflorus,,2a,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_01,Eleocharis_palustris,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_01,Ranunculus_repens,,2m,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_01,Phragmites_australis,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_01,Equisetum_palustre,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_01,Juncus_conglomeratus,,2b,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_01,Plantago_lanceolata,,1,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_01,Carex_acutiformis,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_01,Centaurium_erythraea,,r,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_01,Eupatorium_cannabinum,,r,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_01,Lysimachia_nummularia,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_01,Potentilla_anserina,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_02,Carex_panicea,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_02,Cynosurus_cristatus,,2m,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_02,Equisetum_fluviatile,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_02,Juncus_articulatus,,1,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_02,Lotus_pedunculatus,,1,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_02,Pedicularis_palustris,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_02,Rhinanthus_angustifolius,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_02,Salix_cinerea,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_02,Succisa_pratensis,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_02,Dactylorhiza_praetermissa,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_02,Anthoxanthum_odoratum,,2m,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_02,Betula_pubescens,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_02,Hypochaeris_radicata,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_02,Juncus_effusus,,2b,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_02,Trifolium_pratense,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_02,Betula_pendula,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_02,Cardamine_pratensis,,1,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_02,Lythrum_salicaria,,1,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_02,Carex_demissa,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_02,Cirsium_palustre,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_02,Dactylorhiza_incarnata,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_02,Ranunculus_repens,,2m,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_02,Alnus_glutinosa,,2b,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_02,Agrostis_capillaris,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_02,Equisetum_palustre,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_02,Juncus_conglomeratus,,2a,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_02,Plantago_lanceolata,,1,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_02,Epipactis_palustris,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_02,Gentiana_pneumonanthe,,r,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_02,Potentilla_anserina,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_02,Leontodon_autumnalis,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_03,Cynosurus_cristatus,,2m,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_03,Holcus_lanatus,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_03,Juncus_articulatus,,2m,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_03,Lotus_pedunculatus,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_03,Pedicularis_palustris,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_03,Rhinanthus_angustifolius,,1,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_03,Salix_cinerea,,2a,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_03,Succisa_pratensis,,2a,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_03,Galium_palustre,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_03,Dactylorhiza_praetermissa,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_03,Anthoxanthum_odoratum,,2m,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_03,Betula_pubescens,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_03,Juncus_effusus,,2b,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_03,Betula_pendula,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_03,Lythrum_salicaria,,1,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_03,Cirsium_palustre,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_03,Juncus_acutiflorus,,2a,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_03,Dactylorhiza_incarnata,,1,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_03,Ranunculus_repens,,1,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_03,Equisetum_palustre,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_03,Juncus_conglomeratus,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_03,Ranunculus_flammula,,r,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_03,Gentiana_pneumonanthe,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_04,Carex_panicea,,2a,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_04,Cynosurus_cristatus,,1,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_04,Equisetum_fluviatile,,1,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_04,Holcus_lanatus,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_04,Juncus_articulatus,,2m,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_04,Lotus_pedunculatus,,1,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_04,Pedicularis_palustris,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_04,Rhinanthus_angustifolius,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_04,Salix_cinerea,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_04,Succisa_pratensis,,3,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_04,Dactylorhiza_praetermissa,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_04,Anthoxanthum_odoratum,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_04,Betula_pubescens,,2a,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_04,Juncus_effusus,,2a,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_04,Trifolium_pratense,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_04,Betula_pendula,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_04,Cardamine_pratensis,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_04,Lythrum_salicaria,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_04,Silene_floscuculi,,r,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_04,Carex_demissa,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_04,Cirsium_palustre,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_04,Drosera_rotundifolia,,2a,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_04,Juncus_acutiflorus,,2a,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_04,Phragmites_australis,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_04,Juncus_conglomeratus,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_04,Ranunculus_flammula,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_04,Isolepis_setacea,,+,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_04,Centaurium_pulchellum,,1,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_05,Carex_panicea,,2b,,,
LifeLaagveen (Westbroekse Zodden),WZ_B_TG_05,Cynosurus_cristatus,,1,,,
